id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
793,Marvel,Maxwell Markham (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,47,"1974, December",December,1974,12/1/1974
794,Marvel,Baron Karza (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,47,"1979, January",January,1979,1/1/1979
795,Marvel,Lindsay McCabe (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,47,"1979, May",May,1979,5/1/1979
796,Marvel,Colin Hume (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,47,"1990, August",August,1990,8/1/1990
797,Marvel,Jason Powell (Earth-616),NA,Neutral Characters,NA,NA,Male Characters,Living Characters,47,"1991, March",March,1991,3/1/1991
798,Marvel,Martha Johansson (Earth-616),Secret Identity,Good Characters,NA,No Hair,Female Characters,Living Characters,47,"2001, November",November,2001,11/1/2001
799,Marvel,Regan Wyngarde (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,47,"2001, December",December,2001,12/1/2001
800,Marvel,Michael Pointer (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,47,"2006, April",April,2006,4/1/2006
801,Marvel,Jerry Sledge (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,47,"2008, July",July,2008,7/1/2008
802,Marvel,John Grey (Earth-616),Public Identity,Good Characters,NA,Grey Hair,Male Characters,Deceased Characters,46,"1964, May",May,1964,5/1/1964
803,Marvel,Jonathan Murdock (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,46,"1964, April",April,1964,4/1/1964
804,Marvel,Nicholas Bromwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,46,"1964, February",February,1964,2/1/1964
805,Marvel,Edgar Plunder (Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,Living Characters,46,"1966, January",January,1966,1/1/1966
806,Marvel,Vanessa Fisk (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,46,"1969, March",March,1969,3/1/1969
807,Marvel,Lissa Russell (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,46,"1972, February",February,1972,2/1/1972
808,Marvel,Wundarr (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,46,"1973, October",October,1973,10/1/1973
809,Marvel,Bertrand Crawley (Earth-616),No Dual Identity,NA,NA,White Hair,Male Characters,Living Characters,46,"1976, June",June,1976,6/1/1976
810,Marvel,Beverly Switzler (Earth-616),No Dual Identity,Good Characters,NA,Red Hair,Female Characters,Living Characters,46,"1976, January",January,1976,1/1/1976
811,Marvel,Stephanie Hunter (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,46,"1980, November",November,1980,11/1/1980
812,Marvel,Rachel Carpenter (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,46,"1987, January",January,1987,1/1/1987
813,Marvel,Francis Ketch (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,46,"1990, May",May,1990,5/1/1990
814,Marvel,Jonathan Powell (Earth-616),NA,Neutral Characters,NA,NA,Male Characters,Living Characters,46,"1991, March",March,1991,3/1/1991
815,Marvel,Cerise (Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,Living Characters,46,"1992, January",January,1992,1/1/1992
816,Marvel,Jake Olson (Duplicate) (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Male Characters,Deceased Characters,46,"1998, August",August,1998,8/1/1998
817,Marvel,Myles Alfred (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,46,"2001, August",August,2001,8/1/2001
818,Marvel,Gertrude Yorkes (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,46,"2003, July",July,2003,7/1/2003
819,Marvel,Alexander Aaron (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,46,"2006, March",March,2006,3/1/2006
820,Marvel,Kubark (Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,Living Characters,46,"2011, December",December,2011,12/1/2011
821,Marvel,Elihas Starr (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,45,"1962, December",December,1962,12/1/1962
822,Marvel,James Wilson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,45,"1970, September",September,1970,9/1/1970
823,Marvel,Claire Temple (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,45,"1972, August",August,1972,8/1/1972
824,Marvel,Eon (Earth-616),Secret Identity,NA,Red Eyes,Brown Hair,NA,Living Characters,45,"1973, September",September,1973,9/1/1973
825,Marvel,Stuart Clarke (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,45,"1976, April",April,1976,4/1/1976
826,Marvel,Malekith (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,45,"1984, June",June,1984,6/1/1984
827,Marvel,Oswald Silkworth (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,45,"1984, February",February,1984,2/1/1984
828,Marvel,Jesse Aaronson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,45,"1998, October",October,1998,10/1/1998
829,Marvel,Miranda Leevald (Earth-616),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,Living Characters,45,"2001, December",December,2001,12/1/2001
830,Marvel,Angela del Toro (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,45,"2003, February",February,2003,2/1/2003
831,Marvel,Laurie Collins (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,45,"2003, August",August,2003,8/1/2003
832,Marvel,Gabriel Summers (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,45,"2006, January",January,2006,1/1/2006
833,Marvel,Miek (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Deceased Characters,45,"2006, April",April,2006,4/1/2006
834,Marvel,Joseph Green (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,45,"2007, May",May,2007,5/1/2007
835,Marvel,Maki Matsumoto (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,45,"2008, November",November,2008,11/1/2008
836,Marvel,Mark Todd (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,44,"1941, March",March,1941,3/1/1941
837,Marvel,Robert Baxter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,44,"1944, November",November,1944,11/1/1944
838,Marvel,Mordred (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,44,"1955, May",May,1955,5/1/1955
839,Marvel,Alexander Gentry (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,44,"1963, October",October,1963,10/1/1963
840,Marvel,Idunn (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,44,"1965, March",March,1965,3/1/1965
841,Marvel,Ahmet Abdol (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,44,"1969, March",March,1969,3/1/1969
842,Marvel,Jackson Norriss (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,44,"1970, April",April,1970,4/1/1970
843,Marvel,Rafael Scarfe (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,44,"1975, August",August,1975,8/1/1975
844,Marvel,Arishem (Earth-616),No Dual Identity,Neutral Characters,NA,No Hair,Male Characters,Living Characters,44,"1976, August",August,1976,8/1/1976
845,Marvel,John Falsworth (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,44,"1976, July",July,1976,7/1/1976
846,Marvel,Eshu (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,44,"1983, September",September,1983,9/1/1983
847,Marvel,Erg (Earth-616),Secret Identity,Neutral Characters,One Eye,Black Hair,Male Characters,Living Characters,44,"1985, July",July,1985,7/1/1985
848,Marvel,James Bourne (Earth-616),Public Identity,Neutral Characters,Brown Eyes,NA,Male Characters,Living Characters,44,"1986, October",October,1986,10/1/1986
849,Marvel,Abraham Zimmer (Earth-616),NA,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,44,"1987, June",June,1987,6/1/1987
850,Marvel,Laura Dean (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,44,"1987, July",July,1987,7/1/1987
851,Marvel,Whitman Knapp (Earth-616),Secret Identity,NA,NA,Strawberry Blond Hair,Male Characters,Living Characters,44,"1987, February",February,1987,2/1/1987
852,Marvel,Christopher Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,44,"1995, October",October,1995,10/1/1995
853,Marvel,Blind Al (Althea) (Earth-616),Secret Identity,Good Characters,NA,White Hair,Female Characters,Living Characters,44,"1997, January",January,1997,1/1/1997
854,Marvel,Void (Dark Sentry) (Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Male Characters,Deceased Characters,44,"2000, September",September,2000,9/1/2000
855,Marvel,Brightwind (Earth-616),NA,NA,Red Eyes,Black Hair,Male Characters,Living Characters,44,"NA, NA",NA,NA,NA
856,Marvel,Red Raven (Liberty Legion) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,43,"1940, August",August,1940,8/1/1940
857,Marvel,Roger Aubrey (Earth-616),Secret Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,43,"1943, March",March,1943,3/1/1943
858,Marvel,Elaine Grey (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Deceased Characters,43,"1964, May",May,1964,5/1/1964
859,Marvel,Milos Masaryk (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,43,"1964, August",August,1964,8/1/1964
860,Marvel,Vera Cantor (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,43,"1966, April",April,1966,4/1/1966
861,Marvel,Noah Black (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters,43,"1968, July",July,1968,7/1/1968
862,Marvel,Charles Barton (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,43,"1969, May",May,1969,5/1/1969
863,Marvel,Howard Stark (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,43,"1970, August",August,1970,8/1/1970
864,Marvel,Martine Bancroft (Earth-616),NA,NA,Red Eyes,Blond Hair,Female Characters,Deceased Characters,43,"1971, November",November,1971,11/1/1971
865,Marvel,Hildegarde (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,43,"1972, January",January,1972,1/1/1972
866,Marvel,Lincoln Slade (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,43,"1972, January",January,1972,1/1/1972
867,Marvel,Richard Rory (Earth-616),Public Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,43,"1974, February",February,1974,2/1/1974
868,Marvel,Wilhelm Lohmer (Earth-616),Secret Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,43,"1975, June",June,1975,6/1/1975
869,Marvel,Jackson Day (Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters,43,"1976, December",December,1976,12/1/1976
870,Marvel,Thursday Rubinstein (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Female Characters,Living Characters,43,"1976, February",February,1976,2/1/1976
871,Marvel,Slug (Microverse) (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,Deceased Characters,43,"1979, April",April,1979,4/1/1979
872,Marvel,Belasco (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,43,"1982, February",February,1982,2/1/1982
873,Marvel,Edward Lavell (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,43,"1983, April",April,1983,4/1/1983
874,Marvel,Frank Simpson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,43,"1986, July",July,1986,7/1/1986
875,Marvel,Silas Burr (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,43,"1991, September",September,1991,9/1/1991
876,Marvel,Carolyn Trainer (Earth-616),Secret Identity,Bad Characters,NA,Pink Hair,Female Characters,Living Characters,43,"1995, September",September,1995,9/1/1995
877,Marvel,Carlos LaMuerto (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,43,"1997, January",January,1997,1/1/1997
878,Marvel,Milla Donovan (Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Female Characters,Living Characters,43,"2003, March",March,2003,3/1/2003
879,Marvel,Tomi Shishido (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters,43,"2004, December",December,2004,12/1/2004
880,Marvel,Samuel Alexander (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,43,"2012, January",January,2012,1/1/2012
881,Marvel,Leila Taylor (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,42,"1971, August",August,1971,8/1/1971
882,Marvel,Buck Cowan (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,42,"1972, June",June,1972,6/1/1972
883,Marvel,Katerina van Horn (Earth-616),Public Identity,NA,Blue Eyes,Red Hair,Female Characters,Living Characters,42,"1973, April",April,1973,4/1/1973
884,Marvel,Lei-Kung (Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,Living Characters,42,"1974, July",July,1974,7/1/1974
885,Marvel,Lilith Drake (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Female Characters,Living Characters,42,"1974, June",June,1974,6/1/1974
886,Marvel,Gwendolyne Stacy (Clone) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,42,"1975, March",March,1975,3/1/1975
887,Marvel,Grannz (Earth-616),Secret Identity,Neutral Characters,Orange Eyes,Orange Hair,Male Characters,Living Characters,42,"1977, October",October,1977,10/1/1977
888,Marvel,Lord Chaos (Earth-616),NA,Good Characters,NA,No Hair,NA,Living Characters,42,"1977, December",December,1977,12/1/1977
889,Marvel,Andromeda Attumasen (Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,Living Characters,42,"1985, May",May,1985,5/1/1985
890,Marvel,Blackheart (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,42,"1989, September",September,1989,9/1/1989
891,Marvel,Pantu Hurageb (Earth-616),NA,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,42,"1990, February",February,1990,2/1/1990
892,Marvel,Walter Charles (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,42,"1990, April",April,1990,4/1/1990
893,Marvel,Doreen Green (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,42,"1991, December",December,1991,12/1/1991
894,Marvel,Peter Hunter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,42,"1991, February",February,1991,2/1/1991
895,Marvel,Algernon Crowe (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,42,"1992, July",July,1992,7/1/1992
896,Marvel,Justine Hammer (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,42,"1997, June",June,1997,6/1/1997
897,Marvel,Johnathon Gallo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Male Characters,Living Characters,42,"1998, September",September,1998,9/1/1998
